Year,Units,Regions,Value
2010,Percent,,0.1534083148247186
2010,Percent,Akmola,0.09803838247104693
2010,Percent,Aktobe,0.053453203406394166
2010,Percent,Almaty,0.07067089500777779
2010,Percent,Atyrau,0.0773403414176404
2010,Percent,Batys Kazakhstan,0.02029664004683539
2010,Percent,Zhambyl,0.2737237715202511
2010,Percent,Karagandy,0.050159322010187406
2010,Percent,Kostanay,0.025055576474466105
2010,Percent,Kyzylorda,0.009393257181939042
2010,Percent,Mangistau,0.20640484240680732
2010,Percent,Ontustik Kazakhstan,0.037392655195203975
2010,Percent,Pavlodar,0.019270483950340672
2010,Percent,Soltustik Kazakhstan,0.02401686500118213
2010,Percent,Shygys Kazakhstan,0.4098711794348794
2010,Percent,Nur-Sultan city,0.2505698390449881
2010,Percent,Almaty city,0.33949592760139474
2011,Percent,,0.15349473890263993
2011,Percent,Akmola,0.05852716573812264
2011,Percent,Aktobe,0.04020208186746575
2011,Percent,Almaty,0.08150292064935807
2011,Percent,Atyrau,0.07941051021800083
2011,Percent,Batys Kazakhstan,0.026038206301069244
2011,Percent,Zhambyl,0.031281881635168034
2011,Percent,Karagandy,0.06401125231037735
2011,Percent,Kostanay,0.022093415474524418
2011,Percent,Kyzylorda,0.006978931264901006
2011,Percent,Mangistau,0.27575224515455465
2011,Percent,Ontustik Kazakhstan,0.02912270961128092
2011,Percent,Pavlodar,0.025360202344950573
2011,Percent,Soltustik Kazakhstan,0.01528662955471053
2011,Percent,Shygys Kazakhstan,0.2576221204979826
2011,Percent,Nur-Sultan city,0.4324989987780292
2011,Percent,Almaty city,0.3351210530055066
2012,Percent,,0.16525162547305133
2012,Percent,Akmola,0.07887822414741202
2012,Percent,Aktobe,0.03672184316670595
2012,Percent,Almaty,0.06071613122614052
2012,Percent,Atyrau,0.09771929367686433
2012,Percent,Batys Kazakhstan,0.03109999055427138
2012,Percent,Zhambyl,0.19535840014161016
2012,Percent,Karagandy,0.12045728971588633
2012,Percent,Kostanay,0.028670021264830262
2012,Percent,Kyzylorda,0.0167718714455739
2012,Percent,Mangistau,0.2866911394390453
2012,Percent,Ontustik Kazakhstan,0.049798979297516525
2012,Percent,Pavlodar,0.028548394065695776
2012,Percent,Soltustik Kazakhstan,0.032577493307561704
2012,Percent,Shygys Kazakhstan,0.21863996983133926
2012,Percent,Nur-Sultan city,0.3920986699275805
2012,Percent,Almaty city,0.3334832548595499
2013,Percent,,0.17131769493391086
2013,Percent,Akmola,0.07769823199635169
2013,Percent,Aktobe,0.03032665089485584
2013,Percent,Almaty,0.06414722056936256
2013,Percent,Atyrau,0.04726759841830548
2013,Percent,Batys Kazakhstan,0.051444729181410465
2013,Percent,Zhambyl,0.12284195373226815
2013,Percent,Karagandy,0.1299711871838348
2013,Percent,Kostanay,0.033027019409770896
2013,Percent,Kyzylorda,0.014669727892022
2013,Percent,Mangistau,0.2455515408848327
2013,Percent,Ontustik Kazakhstan,0.05456688903588456
2013,Percent,Pavlodar,0.019071361759502338
2013,Percent,Soltustik Kazakhstan,0.027951176123081192
2013,Percent,Shygys Kazakhstan,0.1829062515420733
2013,Percent,Nur-Sultan city,0.279652335637578
2013,Percent,Almaty city,0.4347834382569357
2014,Percent,,0.1672242147183758
2014,Percent,Akmola,0.07865409495082003
2014,Percent,Aktobe,0.03817282128349972
2014,Percent,Almaty,0.04209664094768846
2014,Percent,Atyrau,0.043443072572762025
