Year,Units,Regions,Value
2010,в процентах к предыдущему году,,103.7
2011,в процентах к предыдущему году,,105.0
2011,в процентах к предыдущему году,Akmola,115.1
2011,в процентах к предыдущему году,Aktobe,101.8
2011,в процентах к предыдущему году,Almaty,102.3
2011,в процентах к предыдущему году,Atyrau,97.8
2011,в процентах к предыдущему году,Batys Kazakhstan,104.0
2011,в процентах к предыдущему году,Zhambyl,112.4
2011,в процентах к предыдущему году,Karagandy,106.5
2011,в процентах к предыдущему году,Kostanay,116.0
2011,в процентах к предыдущему году,Kyzylorda,99.0
2011,в процентах к предыдущему году,Mangistau,89.3
2011,в процентах к предыдущему году,Ontustik Kazakhstan,102.0
2011,в процентах к предыдущему году,Pavlodar,110.4
2011,в процентах к предыдущему году,Soltustik Kazakhstan,120.9
2011,в процентах к предыдущему году,Shygys Kazakhstan,108.8
2011,в процентах к предыдущему году,Nur-Sultan city,106.4
2011,в процентах к предыдущему году,Almaty city,106.0
2012,в процентах к предыдущему году,,102.5
2012,в процентах к предыдущему году,Akmola,94.6
2012,в процентах к предыдущему году,Aktobe,104.7
2012,в процентах к предыдущему году,Almaty,100.0
2012,в процентах к предыдущему году,Atyrau,94.7
2012,в процентах к предыдущему году,Batys Kazakhstan,105.1
2012,в процентах к предыдущему году,Zhambyl,110.0
2012,в процентах к предыдущему году,Karagandy,100.9
2012,в процентах к предыдущему году,Kostanay,93.5
2012,в процентах к предыдущему году,Kyzylorda,100.9
2012,в процентах к предыдущему году,Mangistau,90.0
2012,в процентах к предыдущему году,Ontustik Kazakhstan,100.5
2012,в процентах к предыдущему году,Pavlodar,108.9
2012,в процентах к предыдущему году,Soltustik Kazakhstan,98.5
2012,в процентах к предыдущему году,Shygys Kazakhstan,114.6
2012,в процентах к предыдущему году,Nur-Sultan city,111.0
2012,в процентах к предыдущему году,Almaty city,105.6
2013,в процентах к предыдущему году,,105.1
2013,в процентах к предыдущему году,Akmola,104.1
2013,в процентах к предыдущему году,Aktobe,103.7
2013,в процентах к предыдущему году,Almaty,108.1
2013,в процентах к предыдущему году,Atyrau,102.1
2013,в процентах к предыдущему году,Batys Kazakhstan,102.3
2013,в процентах к предыдущему году,Zhambyl,104.6
2013,в процентах к предыдущему году,Karagandy,106.7
2013,в процентах к предыдущему году,Kostanay,111.9
2013,в процентах к предыдущему году,Kyzylorda,101.9
2013,в процентах к предыдущему году,Mangistau,103.7
2013,в процентах к предыдущему году,Ontustik Kazakhstan,101.6
2013,в процентах к предыдущему году,Pavlodar,99.4
2013,в процентах к предыдущему году,Soltustik Kazakhstan,108.1
2013,в процентах к предыдущему году,Shygys Kazakhstan,107.5
2013,в процентах к предыдущему году,Nur-Sultan city,106.2
2013,в процентах к предыдущему году,Almaty city,113.3
2014,в процентах к предыдущему году,,104.6
2014,в процентах к предыдущему году,Akmola,103.7
2014,в процентах к предыдущему году,Aktobe,104.8
2014,в процентах к предыдущему году,Almaty,102.9
2014,в процентах к предыдущему году,Atyrau,99.3
2014,в процентах к предыдущему году,Batys Kazakhstan,104.8
2014,в процентах к предыдущему году,Zhambyl,104.0
2014,в процентах к предыдущему году,Karagandy,107.3
2014,в процентах к предыдущему году,Kostanay,103.9
2014,в процентах к предыдущему году,Kyzylorda,104.5
2014,в процентах к предыдущему году,Mangistau,107.8
2014,в процентах к предыдущему году,Ontustik Kazakhstan,104.0
2014,в процентах к предыдущему году,Pavlodar,99.9
2014,в процентах к предыдущему году,Soltustik Kazakhstan,110.9
2014,в процентах к предыдущему году,Shygys Kazakhstan,102.9
2014,в процентах к предыдущему году,Nur-Sultan city,104.1
