Year,Units,Regions,Value
2010,процент к общей площади суши,,4.7
2010,процент к общей площади суши,Akmola,2.6
2010,процент к общей площади суши,Aktobe,0.2
2010,процент к общей площади суши,Almaty,8.5
2010,процент к общей площади суши,Atyrau,0.1
2010,процент к общей площади суши,Batys Kazakhstan,0.7
2010,процент к общей площади суши,Zhambyl,15.7
2010,процент к общей площади суши,Karagandy,0.4
2010,процент к общей площади суши,Kostanay,1.2
2010,процент к общей площади суши,Kyzylorda,15.2
2010,процент к общей площади суши,Mangistau,0.7
2010,процент к общей площади суши,Pavlodar,2.0
2010,процент к общей площади суши,Soltustik Kazakhstan,5.6
2010,процент к общей площади суши,Turkistan,13.9
2010,процент к общей площади суши,Shygys Kazakhstan,6.6
2011,процент к общей площади суши,,4.7
2011,процент к общей площади суши,Akmola,2.6
2011,процент к общей площади суши,Aktobe,0.2
2011,процент к общей площади суши,Almaty,8.8
2011,процент к общей площади суши,Atyrau,0.1
2011,процент к общей площади суши,Batys Kazakhstan,0.7
2011,процент к общей площади суши,Zhambyl,15.8
2011,процент к общей площади суши,Karagandy,0.4
2011,процент к общей площади суши,Kostanay,1.2
2011,процент к общей площади суши,Kyzylorda,15.3
2011,процент к общей площади суши,Mangistau,0.7
2011,процент к общей площади суши,Pavlodar,2.1
2011,процент к общей площади суши,Soltustik Kazakhstan,5.6
2011,процент к общей площади суши,Turkistan,13.9
2011,процент к общей площади суши,Shygys Kazakhstan,6.8
2012,процент к общей площади суши,,4.7
2012,процент к общей площади суши,Akmola,2.6
2012,процент к общей площади суши,Aktobe,0.2
2012,процент к общей площади суши,Almaty,8.8
2012,процент к общей площади суши,Atyrau,0.1
2012,процент к общей площади суши,Batys Kazakhstan,0.7
2012,процент к общей площади суши,Zhambyl,15.8
2012,процент к общей площади суши,Karagandy,0.4
2012,процент к общей площади суши,Kostanay,1.2
2012,процент к общей площади суши,Kyzylorda,15.1
2012,процент к общей площади суши,Mangistau,0.7
2012,процент к общей площади суши,Pavlodar,2.0
2012,процент к общей площади суши,Soltustik Kazakhstan,5.6
2012,процент к общей площади суши,Turkistan,14.0
2012,процент к общей площади суши,Shygys Kazakhstan,7.2
2013,процент к общей площади суши,,4.8
2013,процент к общей площади суши,Akmola,2.7
2013,процент к общей площади суши,Aktobe,0.2
2013,процент к общей площади суши,Almaty,8.8
2013,процент к общей площади суши,Atyrau,0.1
2013,процент к общей площади суши,Batys Kazakhstan,0.7
