Year,Units,Местность,Регионы,Value
2010,процент,,,100
2010,процент,,Акмолинская,100
2010,процент,,Актюбинская,100
2010,процент,,Алматинская,100
2010,процент,,Атырауская,100
2010,процент,,Западно-Казахстанская,100
2010,процент,,Жамбылская,100
2010,процент,,Карагандинская,100
2010,процент,,Костанайская,100
2010,процент,,Кызылординская,100
2010,процент,,Мангистауская,100
2010,процент,,Павлодарская,100
2010,процент,,Северо-Казахстанская,100
2010,процент,,Туркестанская,100
2010,процент,,Восточно-Казахстанская,100
2010,процент,,г_Нур-Султан,100
2010,процент,,г_Алматы,100
2010,процент,,г_Шымкент,100
2010,процент,город,,100
2010,процент,город,Акмолинская,100
2010,процент,город,Актюбинская,100
2010,процент,город,Алматинская,100
2010,процент,город,Атырауская,100
2010,процент,город,Западно-Казахстанская,100
2010,процент,город,Жамбылская,100
2010,процент,город,Карагандинская,100
2010,процент,город,Костанайская,100
2010,процент,город,Кызылординская,100
2010,процент,город,Мангистауская,100
2010,процент,город,Павлодарская,100
2010,процент,город,Северо-Казахстанская,100
2010,процент,город,Туркестанская,100
2010,процент,город,Восточно-Казахстанская,100
2010,процент,город,г_Нур-Султан,100
2010,процент,город,г_Алматы,100
2010,процент,город,г_Шымкент,100
2010,процент,село,,100
2010,процент,село,Акмолинская,100
2010,процент,село,Актюбинская,100
2010,процент,село,Алматинская,100
2010,процент,село,Атырауская,100
2010,процент,село,Западно-Казахстанская,100
2010,процент,село,Жамбылская,100
2010,процент,село,Карагандинская,100
2010,процент,село,Костанайская,100
2010,процент,село,Кызылординская,100
2010,процент,село,Мангистауская,100
2010,процент,село,Павлодарская,100
2010,процент,село,Северо-Казахстанская,100
2010,процент,село,Туркестанская,100
2011,процент,,,100
2011,процент,,Акмолинская,100
2011,процент,,Актюбинская,100
2011,процент,,Алматинская,100
2011,процент,,Атырауская,100
2011,процент,,Западно-Казахстанская,100
2011,процент,,Жамбылская,100
2011,процент,,Карагандинская,100
2011,процент,,Костанайская,100
2011,процент,,Кызылординская,100
2011,процент,,Мангистауская,100
2011,процент,,Павлодарская,100
2011,процент,,Северо-Казахстанская,100
2011,процент,,Туркестанская,100
2011,процент,,Восточно-Казахстанская,100
2011,процент,,г_Нур-Султан,100
2011,процент,,г_Алматы,100
2011,процент,,г_Шымкент,100
2011,процент,город,,100
2011,процент,город,Акмолинская,100
2011,процент,город,Актюбинская,100
2011,процент,город,Алматинская,100
2011,процент,город,Атырауская,100
2011,процент,город,Западно-Казахстанская,100
2011,процент,город,Жамбылская,100
2011,процент,город,Карагандинская,100
2011,процент,город,Костанайская,100
2011,процент,город,Кызылординская,100
2011,процент,город,Мангистауская,100
2011,процент,город,Павлодарская,100
2011,процент,город,Северо-Казахстанская,100
2011,процент,город,Туркестанская,100
2011,процент,город,Восточно-Казахстанская,100
2011,процент,город,г_Нур-Султан,100
2011,процент,город,г_Алматы,100
2011,процент,город,г_Шымкент,100
2011,процент,село,,100
2011,процент,село,Акмолинская,100
2011,процент,село,Актюбинская,100
2011,процент,село,Алматинская,100
2011,процент,село,Атырауская,100
2011,процент,село,Западно-Казахстанская,100
2011,процент,село,Жамбылская,100
2011,процент,село,Карагандинская,100
2011,процент,село,Костанайская,100
2011,процент,село,Кызылординская,100
2011,процент,село,Мангистауская,100
2011,процент,село,Павлодарская,100
2011,процент,село,Северо-Казахстанская,100
2011,процент,село,Туркестанская,100
2012,процент,,,100
2012,процент,,Акмолинская,100
2012,процент,,Актюбинская,100
2012,процент,,Алматинская,100
2012,процент,,Атырауская,100
2012,процент,,Западно-Казахстанская,100
2012,процент,,Жамбылская,100
2012,процент,,Карагандинская,100
2012,процент,,Костанайская,100
2012,процент,,Кызылординская,100
2012,процент,,Мангистауская,100
2012,процент,,Павлодарская,100
2012,процент,,Северо-Казахстанская,100
2012,процент,,Туркестанская,100
2012,процент,,Восточно-Казахстанская,100
2012,процент,,г_Нур-Султан,100
2012,процент,,г_Алматы,100
2012,процент,,г_Шымкент,100
2012,процент,город,,100
2012,процент,город,Акмолинская,100
2012,процент,город,Актюбинская,100
2012,процент,город,Алматинская,100
2012,процент,город,Атырауская,100
2012,процент,город,Западно-Казахстанская,100
2012,процент,город,Жамбылская,100
2012,процент,город,Карагандинская,100
2012,процент,город,Костанайская,100
2012,процент,город,Кызылординская,100
2012,процент,город,Мангистауская,100
2012,процент,город,Павлодарская,100
2012,процент,город,Северо-Казахстанская,100
2012,процент,город,Туркестанская,100
2012,процент,город,Восточно-Казахстанская,100
2012,процент,город,г_Нур-Султан,100
2012,процент,город,г_Алматы,100
2012,процент,город,г_Шымкент,100
2012,процент,село,,100
2012,процент,село,Акмолинская,100
2012,процент,село,Актюбинская,100
2012,процент,село,Алматинская,100
2012,процент,село,Атырауская,100
2012,процент,село,Западно-Казахстанская,100
2012,процент,село,Жамбылская,100
2012,процент,село,Карагандинская,100
2012,процент,село,Костанайская,100
2012,процент,село,Кызылординская,100
2012,процент,село,Мангистауская,100
2012,процент,село,Павлодарская,100
2012,процент,село,Северо-Казахстанская,100
2012,процент,село,Туркестанская,100
2013,процент,,,100
2013,процент,,Акмолинская,100
2013,процент,,Актюбинская,100
2013,процент,,Алматинская,100
2013,процент,,Атырауская,100
